"Name","K","Kin","Kout","TypeI","TypeII"
"SF3B4",1,0,1,2,0
"SFI1",2,0,2,2,0
"SFRP1",1,0,1,1,0
"SGK3",1,0,1,1,0
"SH2D3C",2,0,2,2,0
"SHMT1",1,0,1,1,0
"SIGMAR1",1,0,1,2,0
"SIX1",1,0,1,1,0
"SIX2",2,0,2,1,0
"SKIL",14,0,14,2,0
"SLC1A6",2,0,2,1,0
"SLC22A11",1,0,1,1,0
"SLC25A6",2,0,2,1,0
"SLC4A3",1,0,1,1,0
"SLC6A3",1,0,1,1,0
"SLC8A1",3,0,3,2,0
"SLC9A5",1,0,1,1,0
"SMAD9",16,0,16,2,0
"SMARCA5",2,0,2,2,0
"SMARCC2",2,0,2,1,0
"SMARCD1",4,0,4,2,0
"SMARCD3",1,0,1,2,0
"SMC1A",1,0,1,2,0
"SMC5",1,0,1,1,0
"SMCR7",1,0,1,1,0
"SMPD1",1,0,1,2,0
"SMPD3",1,0,1,1,0
"SNCG",2,0,2,1,0
"SNTB1",3,0,3,2,0
"SNX5",2,0,2,1,0
"SOD2",1,0,1,1,0
"SON",2,0,2,1,0
"SORL1",2,0,2,2,0
"SOX9",2,0,2,2,0
"SP110",1,0,1,1,0
"SPAG8",1,0,1,1,0
"SPG20",1,0,1,1,0
"SPOCK2",1,0,1,2,0
"SPRY1",1,0,1,1,0
"SPTA1",2,0,2,1,0
"SPTBN2",2,0,2,2,0
"SREBF2",3,0,3,1,0
"SRGAP1",1,0,1,1,0
"SRRM1",1,0,1,2,0
"SSBP4",1,0,1,1,0
"SSTR1",2,0,2,2,0
"SSTR5",2,0,2,2,0
"ST14",1,0,1,2,0
"ST3GAL3",1,0,1,1,0
"STAT1",14,0,14,2,0
"STAT5A",11,0,11,2,0
"STAT6",7,0,7,2,0
"STC2",1,0,1,1,0
"STK24",1,0,1,2,0
"STK3",2,0,2,2,0
"STK35",1,0,1,1,0
"STK38",1,0,1,1,0
"STK40",1,0,1,1,0
"STOM",1,0,1,2,0
"STRADB",1,0,1,1,0
"STRBP",1,0,1,1,0
"STX7",2,0,2,1,0
"SUGT1",1,0,1,1,0
"SYNE1",2,0,2,2,0
"SYNJ2BP",2,0,2,2,0
"SYT7",3,0,3,2,0
"SYT9",1,0,1,1,0
"TACC1",1,0,1,1,0
"TACR1",1,0,1,2,0
"TACR2",1,0,1,2,0
"TACR3",2,0,2,2,0
"TAP2",1,0,1,2,0
"TAPBP",1,0,1,2,0
"TAX1BP1",2,0,2,1,0
"TBL3",1,0,1,2,0
"TBPL1",3,0,3,1,0
"TCEB1",1,0,1,1,0
"TCF7L2",1,0,1,1,0
"TEAD4",1,0,1,2,0
"TF",2,0,2,2,0
"TFAM",1,0,1,2,0
"TFAP2A",3,0,3,2,0
"TFAP2B",1,0,1,2,0
"TFCP2",1,0,1,1,0
"TFRC",1,0,1,1,0
"TGFB3",1,0,1,2,0
"TGFBR3",2,0,2,2,0
"THAP1",2,0,2,2,0
"THAP7",3,0,3,1,0
"THBD",1,0,1,2,0
"THEG",1,0,1,1,0
"THOC7",1,0,1,1,0
"THRB",6,0,6,1,0
"TIE1",1,0,1,1,0
"TLR1",5,0,5,2,0
"TLR3",1,0,1,1,0
"TLR6",3,0,3,2,0
"TLR8",2,0,2,2,0
"TM4SF1",2,0,2,2,0
"TMEM222",1,0,1,2,0
"TMEM98",1,0,1,2,0
"TMPO",4,0,4,1,0
"TNFRSF10C",1,0,1,2,0
"TNFRSF10D",1,0,1,2,0
"TNFRSF11A",7,0,7,2,0
"TNFRSF12A",1,0,1,1,0
"TNFRSF13B",4,0,4,2,0
"TNFRSF13C",2,0,2,2,0
"TNFRSF19",2,0,2,1,0
"TNFRSF1B",6,0,6,2,0
"TNFRSF21",1,0,1,1,0
"TNFRSF25",4,0,4,2,0
"TNFRSF8",2,0,2,1,0
"TNFRSF9",3,0,3,2,0
"TNFSF10",1,0,1,1,0
"TNFSF14",2,0,2,2,0
"TNFSF8",1,0,1,2,0
"TNIK",1,0,1,2,0
"TNIP1",5,0,5,2,0
"TNNI1",1,0,1,1,0
"TOE1",2,0,2,1,0
"TOPORS",1,0,1,1,0
"TOX4",1,0,1,1,0
"TP53I3",2,0,2,1,0
"TPM3",2,0,2,2,0
"TRAF3IP1",2,0,2,1,0
"TRAFD1",1,0,1,1,0
"TRAK2",1,0,1,1,0
"TRDMT1",1,0,1,1,0
"TREM1",1,0,1,1,0
"TREM2",1,0,1,1,0
"TRHR",1,0,1,1,0
"TRIM11",3,0,3,1,0
"TRIM2",1,0,1,2,0
"TRIM32",1,0,1,1,0
"TRIM63",1,0,1,1,0
"TRMT2A",4,0,4,1,0
"TRPC5",2,0,2,1,0
"TSPAN15",1,0,1,1,0
"TSPAN4",3,0,3,2,0
"TSPAN6",2,0,2,2,0
"TSPYL4",1,0,1,1,0
"TSSC4",1,0,1,1,0
"TTC17",1,0,1,1,0
"TTF2",3,0,3,2,0
"TUB",2,0,2,1,0
"TXK",1,0,1,2,0
"TXNDC11",1,0,1,1,0
"TXNIP",2,0,2,1,0
"TYRO3",3,0,3,1,0
"UBA2",2,0,2,1,0
"UBE2A",3,0,3,2,0
"UBE2G1",2,0,2,2,0
"UBE2J1",1,0,1,1,0
"UBE2N",1,0,1,1,0
"UBE2O",1,0,1,2,0
"UBE2V2",1,0,1,1,0
"UBE2W",1,0,1,2,0
"UBL4A",1,0,1,1,0
"UBXN11",1,0,1,1,0
"UCN",2,0,2,2,0
"UCP2",3,0,3,1,0
"UPF3B",1,0,1,2,0
"UQCRB",1,0,1,2,0
"UROD",1,0,1,1,0
"USP33",4,0,4,2,0
"USP54",1,0,1,1,0
"USP9X",2,0,2,2,0
"UTP3",1,0,1,1,0
"VAPB",1,0,1,1,0
"VCP",7,0,7,2,0
"VDAC2",1,0,1,1,0
"VLDLR",4,0,4,2,0
"WARS",1,0,1,2,0
"WASF3",2,0,2,1,0
"WDR62",1,0,1,1,0
"WDTC1",1,0,1,1,0
"WNT5B",1,0,1,2,0
"WT1",2,0,2,2,0
"XAB2",4,0,4,2,0
"XCL1",1,0,1,1,0
"XK",1,0,1,1,0
"XPC",2,0,2,1,0
"ZBED1",5,0,5,2,0
"ZBTB12",1,0,1,2,0
"ZBTB16",15,0,15,2,0
"ZBTB25",1,0,1,1,0
"ZBTB5",1,0,1,1,0
"ZC3H7B",1,0,1,1,0
"ZFPM2",2,0,2,1,0
"ZNF165",3,0,3,2,0
"ZNF219",2,0,2,1,0
"ZNF227",1,0,1,1,0
"ZNF263",1,0,1,2,0
"ZNF354A",1,0,1,1,0
"ZNF408",1,0,1,1,0
"ZNF426",1,0,1,1,0
"ZNF579",4,0,4,1,0
"ZNF581",1,0,1,1,0
"ZNF655",1,0,1,1,0
"ZNF746",1,0,1,1,0
"ZNF775",1,0,1,1,0
"ZW10",1,0,1,1,0
