,logFC,AveExpr,t,P.Value,adj.P.Val,B
RDH13,0.765124407652657,9.9066447247577,11.5030759047308,4.78326217810049e-26,2.9199822571396e-23,48.3930751085063
SFXN3,0.588249640725543,9.2124687245022,11.4562857942924,7.05626087627532e-26,4.13525112393239e-23,48.0115072159662
BCL6,0.767346907368841,9.20344791618793,11.3449865883242,1.77434588733529e-25,9.99843907513436e-23,47.1065822674349
SIGLEC6,0.776922128450874,10.6439873228815,11.2251105173998,4.7694513252396e-25,2.58332535816778e-22,46.1362719698042
NEK11,0.69329423488916,7.67260479731029,11.2209127423221,4.93707665201677e-25,2.58332535816778e-22,46.1023771249231
BHLHE40,0.992388178566689,10.1343694046713,11.2027696432446,5.73163905136325e-25,2.89566357729389e-22,45.9559463925687
TREM1,1.20313293958105,8.86291383196721,11.0849557260202,1.50656484704931e-24,7.35756052470646e-22,45.0076918296333
F13A1,-0.550151477967178,12.0314414065697,-11.0795159410699,1.57513939864888e-24,7.44431204180798e-22,44.9640185766671
QPCT,0.709109027236018,7.71511750649995,11.0629870406386,1.80314620643494e-24,8.25559220952446e-22,44.8313767474189
INHBA,0.949580868404817,11.157091882649,11.0566152370363,1.89956228722778e-24,8.43348093035583e-22,44.7802682887843
