"Name","K","Kin","Kout","TypeI","TypeII"
"BNIP3L",2,0,2,2,0
"BRAP",1,0,1,1,0
"BTC",1,0,1,1,0
"C10orf10",2,0,2,1,0
"C10orf88",1,0,1,1,0
"C19orf57",1,0,1,2,0
"C1D",1,0,1,1,0
"C1orf94",1,0,1,1,0
"C3AR1",1,0,1,2,0
"C5",2,0,2,2,0
"C5AR1",3,0,3,2,0
"C8orf48",1,0,1,1,0
"C9orf114",1,0,1,1,0
"CABLES1",1,0,1,1,0
"CABLES2",1,0,1,1,0
"CABP2",1,0,1,2,0
"CACNA1D",1,0,1,1,0
"CADM1",1,0,1,1,0
"CALCRL",1,0,1,2,0
"CALD1",2,0,2,1,0
"CAMP",2,0,2,2,0
"CAP1",1,0,1,1,0
"CAPRIN1",1,0,1,2,0
"CAPZA1",2,0,2,2,0
"CASP2",5,0,5,1,0
"CASP4",5,0,5,2,0
"CASR",2,0,2,2,0
"CAT",1,0,1,1,0
"CAV2",6,0,6,2,0
"CBFB",1,0,1,2,0
"CCBP2",5,0,5,2,0
"CCDC113",1,0,1,1,0
"CCK",1,0,1,2,0
"CCL16",1,0,1,1,0
"CCL17",1,0,1,2,0
"CCL19",1,0,1,1,0
"CCL25",1,0,1,2,0
"CCL7",2,0,2,2,0
"CCNB1",9,0,9,2,0
"CCNB2",3,0,3,1,0
"CCNC",2,0,2,1,0
"CCNE2",2,0,2,1,0
"CCNK",7,0,7,2,0
"CCNL2",1,0,1,1,0
"CCR4",1,0,1,1,0
"CCRL1",4,0,4,2,0
"CD14",1,0,1,1,0
"CD151",1,0,1,2,0
"CD19",11,0,11,2,0
"CD1D",2,0,2,2,0
"CD226",2,0,2,1,0
"CD27",1,0,1,1,0
"CD28",9,0,9,2,0
"CD36",8,0,8,2,0
"CD3G",1,0,1,1,0
"CD53",3,0,3,2,0
"CD55",1,0,1,1,0
"CD6",1,0,1,1,0
"CD63",2,0,2,2,0
"CD80",1,0,1,1,0
"CD8A",1,0,1,1,0
"CD93",9,0,9,2,0
"CDC42EP1",1,0,1,1,0
"CDC5L",1,0,1,2,0
"CDCA3",1,0,1,1,0
"CDH15",1,0,1,1,0
"CDH24",1,0,1,1,0
"CDK5R2",1,0,1,1,0
"CDK5RAP1",1,0,1,1,0
"CDKN2C",1,0,1,1,0
"CDKN3",1,0,1,1,0
"CELSR1",1,0,1,1,0
"CELSR3",5,0,5,2,0
"CENPB",3,0,3,2,0
"CENPE",1,0,1,1,0
"CETP",1,0,1,1,0
"CFDP1",1,0,1,1,0
"CFTR",3,0,3,2,0
"CHAF1B",1,0,1,2,0
"CHCHD3",1,0,1,1,0
"CHML",1,0,1,1,0
"CHMP4C",1,0,1,1,0
"CHN1",3,0,3,1,0
"CHRM1",1,0,1,1,0
"CHRM4",3,0,3,2,0
"CHRND",1,0,1,1,0
"CKAP5",1,0,1,1,0
"CKB",1,0,1,1,0
"CKM",1,0,1,1,0
"CLEC5A",1,0,1,1,0
"CLIC1",2,0,2,2,0
"CLIC4",1,0,1,1,0
"CLK1",1,0,1,1,0
"CLOCK",1,0,1,2,0
"CLTA",1,0,1,1,0
"CLUAP1",1,0,1,1,0
"CMTM3",3,0,3,1,0
"CNNM3",1,0,1,1,0
"CNOT2",1,0,1,2,0
"CNOT4",1,0,1,1,0
"CNOT7",1,0,1,2,0
"CNPY4",1,0,1,1,0
"CNR1",1,0,1,1,0
"CNTFR",3,0,3,2,0
"CNTNAP1",1,0,1,1,0
"COG5",1,0,1,2,0
"COL13A1",1,0,1,1,0
"COL4A3",1,0,1,2,0
"COL4A4",1,0,1,1,0
"COL4A6",2,0,2,1,0
"COL8A1",2,0,2,1,0
"COMT",2,0,2,2,0
"COPG2",1,0,1,1,0
"CPNE6",3,0,3,2,0
"CPSF1",5,0,5,1,0
"CREB3L3",1,0,1,2,0
"CREG1",1,0,1,1,0
"CRHR2",1,0,1,2,0
"CRX",1,0,1,2,0
"CRY2",1,0,1,1,0
"CRYM",1,0,1,1,0
"CSF1R",9,0,9,2,0
"CSF2RA",2,0,2,1,0
"CSF3R",6,0,6,2,0
"CSNK1G2",1,0,1,2,0
"CSTA",1,0,1,1,0
"CTSK",3,0,3,2,0
"CTSS",2,0,2,2,0
"CUBN",1,0,1,1,0
"CXCL10",2,0,2,2,0
"CXCR3",1,0,1,2,0
"CXCR5",1,0,1,1,0
"CYBB",1,0,1,1,0
"DALRD3",1,0,1,1,0
"DAP3",1,0,1,1,0
"DAPK1",2,0,2,1,0
"DARC",1,0,1,2,0
"DBF4",3,0,3,2,0
"DBP",1,0,1,2,0
"DCK",1,0,1,2,0
"DCTN2",2,0,2,1,0
"DCTPP1",1,0,1,1,0
"DDB1",1,0,1,2,0
"DDR2",4,0,4,2,0
"DEAF1",1,0,1,1,0
"DEK",1,0,1,1,0
"DFFA",1,0,1,1,0
"DFNB31",2,0,2,2,0
"DGCR2",1,0,1,1,0
"DIAPH2",1,0,1,1,0
"DIS3L2",1,0,1,1,0
"DKC1",1,0,1,1,0
"DLG2",12,0,12,2,0
"DLGAP4",3,0,3,2,0
"DLK1",1,0,1,1,0
"DLX5",1,0,1,1,0
"DMAP1",2,0,2,1,0
"DNAJC1",2,0,2,1,0
"DNAJC3",3,0,3,2,0
"DNASE1",1,0,1,1,0
"DNM3",1,0,1,1,0
"DNMT1",8,0,8,2,0
"DNPEP",2,0,2,1,0
"DOM3Z",3,0,3,1,0
"DPYSL4",1,0,1,2,0
"DRD1",1,0,1,2,0
"DRD3",3,0,3,1,0
"DRD4",3,0,3,2,0
"DRD5",2,0,2,1,0
"DTX1",1,0,1,1,0
"DTX2",2,0,2,1,0
"DTX3L",1,0,1,1,0
"DUSP16",1,0,1,1,0
"DUSP4",2,0,2,1,0
"DUSP9",1,0,1,1,0
"DYNC1I2",1,0,1,1,0
"DYNLT3",1,0,1,2,0
"DYRK1B",1,0,1,1,0
"E2F6",1,0,1,1,0
"E4F1",1,0,1,1,0
"EAPP",1,0,1,1,0
"ECH1",2,0,2,1,0
"ECT2",2,0,2,1,0
"EDA2R",3,0,3,1,0
"EDAR",1,0,1,1,0
"EDN3",1,0,1,2,0
"EDNRB",5,0,5,2,0
"EEF1B2",2,0,2,2,0
"EIF2AK1",1,0,1,1,0
"EIF5",1,0,1,1,0
"ELAC2",1,0,1,1,0
"ELMO1",1,0,1,1,0
"EMCN",1,0,1,1,0
"EML4",1,0,1,1,0
"ENAH",3,0,3,2,0
"ENG",5,0,5,2,0
"ENO2",4,0,4,2,0
"EPB49",3,0,3,2,0
"EPHA1",2,0,2,2,0
"EPHA2",7,0,7,2,0
"EPHA3",3,0,3,2,0
"EPHA4",3,0,3,2,0
"EPHA8",2,0,2,1,0
"EPHB1",1,0,1,2,0
"EPHB3",2,0,2,1,0
"EPHB4",1,0,1,2,0
"EPHB6",4,0,4,2,0
"EPOR",6,0,6,2,0
"ERBB3",12,0,12,2,0
"ERP27",1,0,1,1,0
"ERP29",1,0,1,2,0
"ESR2",6,0,6,2,0
"ESRRG",1,0,1,1,0
"ETV1",1,0,1,2,0
"EXOC5",2,0,2,1,0
"EXOSC10",6,0,6,2,0
"EXPH5",1,0,1,1,0
"F11R",5,0,5,2,0
"F12",1,0,1,2,0
"F2RL1",2,0,2,2,0
"F3",2,0,2,1,0
"FABP4",1,0,1,1,0
"FAM124B",2,0,2,1,0
"FAP",1,0,1,2,0
"FATE1",1,0,1,1,0
"FBL",2,0,2,1,0
"FBLN5",1,0,1,1,0
"FBXW5",1,0,1,1,0
"FBXW7",4,0,4,2,0
"FCGR3A",4,0,4,2,0
"FEZ2",1,0,1,1,0
"FFAR1",1,0,1,1,0
"FFAR2",1,0,1,2,0
"FGF2",9,0,9,2,0
"FGFBP1",1,0,1,2,0
"FGFR2",2,0,2,1,0
"FGFR4",9,0,9,2,0
"FHIT",1,0,1,1,0
"FIZ1",1,0,1,2,0
"FKBP8",1,0,1,1,0
"FLNC",2,0,2,2,0
"FNBP4",2,0,2,1,0
"FNTA",2,0,2,1,0
"FOXP1",2,0,2,2,0
"FSHR",3,0,3,2,0
"FTL",3,0,3,2,0
"FUBP1",2,0,2,1,0
"FURIN",5,0,5,2,0
"FXYD1",2,0,2,2,0
"FXYD3",1,0,1,1,0
"FXYD6",1,0,1,1,0
"FZD1",2,0,2,2,0
"FZD5",1,0,1,2,0
"FZD6",1,0,1,2,0
"FZD7",2,0,2,2,0
"FZD8",3,0,3,2,0
"G3BP1",1,0,1,1,0
"GAB3",3,0,3,1,0
"GABBR1",2,0,2,2,0
"GABRB1",1,0,1,2,0
"GABRG2",2,0,2,2,0
"GABRR1",1,0,1,1,0
"GAD2",2,0,2,2,0
"GALR1",1,0,1,2,0
"GANAB",1,0,1,2,0
"GARS",2,0,2,2,0
"GAST",2,0,2,2,0
"GATAD2A",2,0,2,2,0
"GBF1",1,0,1,1,0
"GBP2",2,0,2,2,0
"GCC1",1,0,1,1,0
"GCSH",1,0,1,1,0
"GEMIN5",1,0,1,1,0
"GEMIN6",1,0,1,1,0
"GFRA1",1,0,1,2,0
"GFRA2",1,0,1,2,0
"GHRHR",1,0,1,2,0
"GIGYF1",1,0,1,1,0
"GKAP1",1,0,1,1,0
"GLB1",3,0,3,1,0
"GLI1",1,0,1,1,0
"GLRA2",1,0,1,2,0
"GLUL",2,0,2,1,0
"GMEB1",3,0,3,1,0
"GMEB2",2,0,2,1,0
"GNA14",1,0,1,1,0
"GNA15",4,0,4,2,0
"GNL3",1,0,1,1,0
"GOLGA3",4,0,4,1,0
"GOLGA4",1,0,1,2,0
"GOSR2",1,0,1,1,0
"GOT2",4,0,4,2,0
"GP1BA",1,0,1,1,0
"GPC1",3,0,3,2,0
"GPD1",1,0,1,2,0
"GPNMB",1,0,1,1,0
"GPR37",2,0,2,2,0
"GRASP",1,0,1,2,0
"GRIK1",1,0,1,1,0
"GRIK3",1,0,1,1,0
"GRK1",2,0,2,1,0
"GRM3",1,0,1,1,0
"GRM4",2,0,2,1,0
"GRM7",2,0,2,1,0
"GRM8",1,0,1,1,0
"GRP",1,0,1,1,0
"GSTM4",1,0,1,1,0
"GTF2I",3,0,3,2,0
"GZMA",1,0,1,1,0
"H3F3B",1,0,1,1,0
"HAAO",1,0,1,1,0
"HBP1",3,0,3,1,0
"HCRTR2",1,0,1,2,0
"HDLBP",1,0,1,1,0
"HES1",8,0,8,2,0
"HHEX",2,0,2,2,0
"HHIP",1,0,1,1,0
"HIPK1",1,0,1,1,0
"HIST1H1B",1,0,1,1,0
"HIST1H2AB",1,0,1,2,0
"HNRNPA1",4,0,4,2,0
"HNRNPH3",1,0,1,1,0
"HNRNPR",1,0,1,1,0
"HOXA11",1,0,1,1,0
"HOXB2",1,0,1,2,0
"HOXB6",2,0,2,2,0
"HPCAL4",1,0,1,1,0
"HSBP1",1,0,1,2,0
"HSD17B10",1,0,1,1,0
"HSPB2",1,0,1,1,0
"HSPB8",1,0,1,1,0
"HSPBAP1",1,0,1,1,0
"HTR1A",1,0,1,1,0
"HTR1B",1,0,1,2,0
"HTR1F",1,0,1,1,0
"HTR2C",3,0,3,2,0
"HTR3A",1,0,1,2,0
"IDH3A",1,0,1,2,0
"IFNAR2",5,0,5,2,0
"IFNG",2,0,2,1,0
"IFNGR1",4,0,4,2,0
"IGF2R",4,0,4,2,0
"IGFBP1",1,0,1,1,0
"IGFBP2",1,0,1,1,0
"IGFBP4",3,0,3,2,0
"IKZF3",1,0,1,2,0
"IL10RA",2,0,2,2,0
"IL12RB1",1,0,1,2,0
"IL13",1,0,1,1,0
"IL13RA1",1,0,1,2,0
"IL15RA",3,0,3,2,0
"IL17RB",1,0,1,2,0
"IL18R1",2,0,2,2,0
"IL18RAP",2,0,2,2,0
"IL1R1",4,0,4,2,0
"IL1R2",4,0,4,2,0
"IL1RL1",1,0,1,2,0
"IL21R",1,0,1,1,0
"IL27RA",1,0,1,2,0
"IL2RA",2,0,2,2,0
"IL2RB",7,0,7,2,0
"IL3",2,0,2,2,0
"IL31RA",2,0,2,2,0
"IL6R",1,0,1,1,0
"IL7R",5,0,5,2,0
"IL9R",1,0,1,2,0
"INA",1,0,1,1,0
"ING2",2,0,2,1,0
"INHBB",5,0,5,2,0
"INHBC",1,0,1,2,0
"INPP5K",1,0,1,1,0
"IPO5",2,0,2,2,0
"IPO8",1,0,1,1,0
"IQGAP2",2,0,2,1,0
"IRF7",3,0,3,2,0
"ITGA2",4,0,4,2,0
"ITGA5",11,0,11,2,0
"ITGA9",1,0,1,1,0
"ITGAL",4,0,4,2,0
"ITGAM",6,0,6,2,0
"ITGAX",3,0,3,2,0
"ITGB1BP1",3,0,3,1,0
"ITGB4",5,0,5,2,0
"ITGB6",2,0,2,1,0
"ITGB7",5,0,5,2,0
"ITM2B",1,0,1,1,0
"ITM2C",1,0,1,2,0
"ITPR2",1,0,1,2,0
"ITPR3",2,0,2,2,0
"ITSN2",3,0,3,1,0
"JAM2",1,0,1,1,0
"JAM3",1,0,1,1,0
"KCMF1",1,0,1,1,0
"KCNA2",1,0,1,2,0
"KCNJ15",1,0,1,1,0
"KCNMB1",1,0,1,1,0
"KCNQ1",1,0,1,1,0
"KCNQ5",1,0,1,1,0
"KCTD15",1,0,1,2,0
"KCTD17",1,0,1,1,0
"KHDRBS2",2,0,2,2,0
"KHSRP",3,0,3,2,0
"KIF11",1,0,1,1,0
"KIF1C",1,0,1,1,0
"KIF20B",1,0,1,1,0
"KIF23",2,0,2,1,0
"KITLG",1,0,1,2,0
"KLC2",1,0,1,1,0
"KLF6",3,0,3,2,0
"KLHL20",2,0,2,1,0
"KLK1",1,0,1,2,0
"KLK3",1,0,1,1,0
"KREMEN1",1,0,1,1,0
"KRIT1",1,0,1,2,0
"KRT17",2,0,2,2,0
"KRT20",1,0,1,1,0
"KRT5",2,0,2,1,0
"KRT8",4,0,4,1,0
"LAMA1",4,0,4,2,0
"LAMA3",1,0,1,1,0
"LAT",1,0,1,2,0
"LBP",1,0,1,1,0
"LDLR",3,0,3,2,0
"LEP",2,0,2,2,0
"LEPR",6,0,6,2,0
"LHCGR",3,0,3,2,0
"LHX3",2,0,2,2,0
"LILRB1",1,0,1,2,0
"LILRB2",1,0,1,2,0
"LIMD1",1,0,1,1,0
"LIMS1",1,0,1,2,0
"LIN7C",1,0,1,1,0
"LINGO1",2,0,2,2,0
"LMNB1",5,0,5,2,0
"LNPEP",1,0,1,2,0
"LOXL4",1,0,1,1,0
"LPA",1,0,1,1,0
"LPAR1",1,0,1,1,0
"LPAR2",1,0,1,1,0
"LPHN1",3,0,3,2,0
"LPHN2",2,0,2,2,0
"LRP10",1,0,1,2,0
"LRP12",2,0,2,1,0
"LRP2BP",1,0,1,1,0
"LRP5",1,0,1,1,0
"LRP8",4,0,4,2,0
"LRSAM1",3,0,3,2,0
"LSM2",2,0,2,2,0
"LSM4",2,0,2,2,0
"LTBP4",1,0,1,1,0
"LTBR",2,0,2,2,0
"LTF",1,0,1,1,0
"LYL1",1,0,1,1,0
"MADD",1,0,1,1,0
"MAEA",1,0,1,1,0
"MAF1",1,0,1,1,0
"MAFA",2,0,2,2,0
"MAGED1",7,0,7,2,0
"MAP1LC3A",1,0,1,1,0
"MAP1S",1,0,1,1,0
"MAP3K10",5,0,5,2,0
"MAPK1IP1L",1,0,1,1,0
"MAPKBP1",1,0,1,1,0
"MATR3",3,0,3,2,0
"MC1R",1,0,1,1,0
"MC3R",1,0,1,1,0
"MC5R",1,0,1,1,0
"MCHR1",1,0,1,2,0
"MDC1",1,0,1,1,0
"MED28",3,0,3,1,0
"MEGF11",1,0,1,1,0
"MERTK",1,0,1,2,0
"MEX3B",1,0,1,1,0
"MGMT",1,0,1,1,0
"MID1IP1",2,0,2,1,0
"MITF",2,0,2,2,0
"MLF1IP",6,0,6,2,0
"MME",6,0,6,2,0
"MMP13",1,0,1,1,0
"MMP9",10,0,10,2,0
"MMS19",1,0,1,1,0
"MOAP1",5,0,5,2,0
"MPL",1,0,1,1,0
"MPP2",1,0,1,1,0
"MRFAP1L1",1,0,1,2,0
"MRPL37",1,0,1,1,0
"MS4A1",1,0,1,1,0
"MS4A7",1,0,1,2,0
"MSH6",1,0,1,1,0
"MTA1",2,0,2,1,0
"MTF2",3,0,3,1,0
"MTNR1A",2,0,2,1,0
"MUTYH",1,0,1,1,0
"MVP",1,0,1,2,0
"MYCN",1,0,1,1,0
"MYH9",3,0,3,2,0
"MYL2",1,0,1,2,0
"MYO7A",5,0,5,2,0
"MYOD1",7,0,7,2,0
"MYOZ1",2,0,2,1,0
"NAGK",3,0,3,1,0
"NAGPA",1,0,1,1,0
"NAT14",1,0,1,1,0
"NAV2",1,0,1,1,0
"NCBP1",4,0,4,2,0
"NCDN",1,0,1,1,0
"NCOA5",1,0,1,1,0
"NCR3",1,0,1,2,0
"NCSTN",1,0,1,1,0
"NDRG1",1,0,1,1,0
"NDUFA6",1,0,1,1,0
"NEFM",1,0,1,1,0
"NES",1,0,1,1,0
"NEU4",1,0,1,1,0
"NF1",1,0,1,1,0
"NF2",2,0,2,2,0
"NFKBIA",6,0,6,2,0
"NFKBIZ",1,0,1,2,0
"NFU1",1,0,1,1,0
"NFYC",1,0,1,2,0
"NGEF",4,0,4,1,0
"NGFRAP1",6,0,6,2,0
"NHLH1",1,0,1,1,0
"NIPSNAP1",1,0,1,2,0
"NIT1",1,0,1,1,0
"NKIRAS1",1,0,1,1,0
"NLGN2",2,0,2,1,0
"NLRC4",1,0,1,2,0
"NOC4L",2,0,2,2,0
"NONO",4,0,4,1,0
"NOS1AP",2,0,2,2,0
"NOTCH3",7,0,7,2,0
"NOTCH4",4,0,4,2,0
"NPPB",1,0,1,1,0
"NPR1",1,0,1,1,0
"NPY",1,0,1,2,0
"NPY1R",1,0,1,2,0
"NR1H2",7,0,7,2,0
"NR2E3",2,0,2,2,0
"NR2F6",2,0,2,2,0
"NRF1",2,0,2,2,0
"NRP2",3,0,3,2,0
"NRXN1",2,0,2,2,0
"NRXN2",4,0,4,2,0
"NSMAF",2,0,2,1,0
"NT5E",1,0,1,1,0
"NTRK2",4,0,4,2,0
"NTRK3",2,0,2,2,0
"NUDT5",1,0,1,1,0
"NUP153",1,0,1,1,0
"NUP210",1,0,1,1,0
"NUP50",1,0,1,1,0
"NXF1",9,0,9,2,0
"OBSCN",1,0,1,1,0
"OLFML3",1,0,1,1,0
"ONECUT1",1,0,1,1,0
"OPRK1",2,0,2,2,0
"OPRL1",1,0,1,2,0
"OPRM1",3,0,3,2,0
"OSMR",1,0,1,1,0
"OTX1",1,0,1,1,0
"OXTR",1,0,1,2,0
"P2RY12",1,0,1,1,0
"P2RY2",5,0,5,2,0
"PAG1",2,0,2,1,0
"PAN2",1,0,1,1,0
"PARD6G",1,0,1,1,0
"PARP1",15,0,15,2,0
"PARVB",1,0,1,1,0
"PARVG",1,0,1,1,0
"PAX2",3,0,3,1,0
"PCDH8",1,0,1,1,0
"PCSK6",1,0,1,1,0
"PCSK7",1,0,1,1,0
"PCYT1A",1,0,1,1,0
"PDCD10",1,0,1,1,0
"PDCD2",1,0,1,1,0
"PDCD5",1,0,1,1,0
"PDE3B",1,0,1,1,0
"PDGFRA",8,0,8,2,0
"PDHX",1,0,1,1,0
"PDIA4",2,0,2,1,0
"PDIA6",1,0,1,1,0
"PDK1",1,0,1,1,0
"PEA15",4,0,4,2,0
"PEX10",1,0,1,1,0
"PEX14",1,0,1,1,0
"PEX5",3,0,3,2,0
"PEX7",1,0,1,2,0
"PFKM",4,0,4,2,0
"PFKP",1,0,1,1,0
"PGD",1,0,1,1,0
"PHACTR1",1,0,1,1,0
"PHF10",1,0,1,1,0
"PHGDH",1,0,1,1,0
"PHLDA1",1,0,1,2,0
"PHPT1",1,0,1,1,0
"PIK3C2B",1,0,1,1,0
"PIK3C3",1,0,1,1,0
"PIP4K2B",1,0,1,2,0
"PIP5K1B",1,0,1,1,0
"PITX2",1,0,1,1,0
"PLA2R1",1,0,1,2,0
"PLAA",1,0,1,1,0
"PLAU",1,0,1,1,0
"PLCB1",2,0,2,1,0
"PLCB2",2,0,2,2,0
"PLEKHJ1",1,0,1,1,0
"PLXNA2",1,0,1,2,0
"PLXNA3",2,0,2,2,0
"PLXNB1",4,0,4,2,0
"PLXND1",1,0,1,2,0
"PMEPA1",1,0,1,1,0
"PODXL",1,0,1,1,0
"POGZ",1,0,1,1,0
"POLB",1,0,1,1,0
"POLD1",1,0,1,1,0
"POLR2D",3,0,3,2,0
"POLR2E",4,0,4,2,0
"POLR2G",1,0,1,1,0
"POMC",2,0,2,1,0
"POU2F2",2,0,2,2,0
"PPA1",2,0,2,1,0
"PPM1B",1,0,1,1,0
"PPP1R10",1,0,1,1,0
"PPP1R16A",6,0,6,2,0
"PPP1R2",3,0,3,1,0
"PPP1R7",1,0,1,1,0
"PPP1R9B",3,0,3,2,0
"PPP5C",3,0,3,2,0
"PRDM1",1,0,1,1,0
"PRDX1",1,0,1,2,0
"PRDX3",1,0,1,1,0
"PRG2",1,0,1,1,0
"PRIM1",1,0,1,1,0
"PRKD3",1,0,1,1,0
"PRLR",6,0,6,2,0
"PRMT5",7,0,7,2,0
"PRNP",7,0,7,2,0
"PROCR",1,0,1,1,0
"PRPF4B",2,0,2,2,0
"PSG3",1,0,1,1,0
"PSG9",1,0,1,1,0
"PSMA5",1,0,1,2,0
"PSMB1",3,0,3,1,0
"PSMB4",1,0,1,1,0
"PSMB7",1,0,1,1,0
"PSMC6",4,0,4,2,0
"PSPC1",1,0,1,2,0
"PTAFR",2,0,2,2,0
"PTCH1",1,0,1,2,0
"PTCH2",1,0,1,1,0
"PTGER2",2,0,2,2,0
"PTGIR",2,0,2,2,0
"PTH1R",2,0,2,1,0
"PTPN7",1,0,1,1,0
"PTPRA",1,0,1,1,0
"PTPRD",3,0,3,2,0
"PTPRE",4,0,4,2,0
"PTPRH",5,0,5,2,0
"PTPRJ",2,0,2,2,0
"PTPRM",7,0,7,2,0
"PTPRN",2,0,2,2,0
"PTPRN2",1,0,1,2,0
"PTPRO",1,0,1,2,0
"PTPRR",1,0,1,1,0
"PTPRU",3,0,3,2,0
"PTX3",1,0,1,2,0
"PURB",1,0,1,2,0
"PVR",2,0,2,2,0
"PVRL4",1,0,1,2,0
"QRSL1",1,0,1,1,0
"RAB11FIP2",5,0,5,2,0
"RAB22A",1,0,1,2,0
"RAB31",1,0,1,1,0
"RAB5B",1,0,1,2,0
"RAB6B",1,0,1,1,0
"RAB9A",2,0,2,2,0
"RAD18",1,0,1,1,0
"RAE1",1,0,1,2,0
"RAI1",1,0,1,2,0
"RAMP1",3,0,3,2,0
"RAMP2",1,0,1,1,0
"RAPGEF4",1,0,1,1,0
"RASA3",1,0,1,1,0
"RASGRF1",2,0,2,1,0
"RASGRF2",1,0,1,2,0
"RASIP1",2,0,2,1,0
"RBBP7",7,0,7,1,0
"RCN2",1,0,1,1,0
"RDH11",1,0,1,1,0
"REN",3,0,3,2,0
"RER1",1,0,1,1,0
"RERE",2,0,2,1,0
"REXO1",1,0,1,1,0
"RFC3",1,0,1,1,0
"RFXAP",1,0,1,2,0
"RGR",1,0,1,2,0
"RGS16",4,0,4,2,0
"RGS9",1,0,1,2,0
"RHO",1,0,1,1,0
"RHOB",1,0,1,1,0
"RHOQ",3,0,3,2,0
"RHPN2",1,0,1,1,0
"RIMS2",1,0,1,2,0
"RIN2",1,0,1,1,0
"RMI1",1,0,1,1,0
"RND1",1,0,1,2,0
"RND2",1,0,1,2,0
"RNF139",1,0,1,1,0
"RNF183",1,0,1,2,0
"RNF40",2,0,2,1,0
"ROBO1",3,0,3,2,0
"ROM1",1,0,1,2,0
"ROR2",2,0,2,2,0
"RPL13",2,0,2,1,0
"RPL6",1,0,1,2,0
"RPL8",2,0,2,1,0
"RPLP2",1,0,1,1,0
"RPS25",1,0,1,1,0
"RRBP1",1,0,1,1,0
"RSRC1",1,0,1,1,0
"RTN4",6,0,6,2,0
"RTN4R",3,0,3,2,0
"RUFY2",1,0,1,2,0
"RXFP1",1,0,1,2,0
"S100A1",2,0,2,1,0
"S100A11",1,0,1,1,0
"S100P",1,0,1,2,0
"S1PR2",1,0,1,1,0
"S1PR5",2,0,2,2,0
"SAAL1",1,0,1,1,0
"SALL1",1,0,1,1,0
"SARS2",1,0,1,1,0
"SATB1",1,0,1,1,0
"SAV1",1,0,1,1,0
"SCAF1",1,0,1,1,0
"SCFD1",3,0,3,2,0
"SCIN",1,0,1,2,0
"SCNN1G",1,0,1,1,0
"SCTR",1,0,1,2,0
"SEC31A",1,0,1,1,0
"SELL",7,0,7,2,0
"SELP",4,0,4,2,0
"SEMA3F",2,0,2,1,0
"SEMA4D",1,0,1,2,0
"SEMA5B",2,0,2,1,0
"SEMA6A",1,0,1,1,0
"SENP2",3,0,3,2,0
"SEPT2",3,0,3,2,0
"SEPT3",1,0,1,2,0
"SEPT5",2,0,2,1,0
"SERPINE1",1,0,1,1,0
"SETD7",2,0,2,1,0
"SF3A2",2,0,2,2,0
"SF3B1",5,0,5,1,0
"SF3B4",1,0,1,2,0
"SFI1",1,0,1,1,0
